inputName,outputName
Atriplex wolfii var. wolfii,Atriplex wolfii
Avena fatua,Avena fatua
Avena fatua var. sativa,Avena sativa
Avena sativa,Avena sativa
Avenula hookeri,Helictotrichon hookeri
Axyris amaranthoides,Axyris amaranthoides
Azaleastrum albiflorum ssp. warrenii,Rhododendron albiflorum
Azolla mexicana,Azolla mexicana
Baccharis salicina,Baccharis salicina
Baccharis wrightii,Baccharis wrightii
Bacopa rotundifolia,Bacopa rotundifolia
Bahia dissecta,Hymenothrix dissecta
Balsamita major,Tanacetum balsamita
Balsamorhiza hispidula,Balsamorhiza hispidula
Balsamorhiza sagittata,Balsamorhiza sagittata
Barbarea orthoceras,Barbarea orthoceras
Barbarea vulgaris,Barbarea vulgaris
Bassia hyssopifolia,Bassia hyssopifolia
Bassia sieversiana,Bassia scoparia ssp. scoparia
Batrachium aquatile,Ranunculus aquatilis var. diffusus
Batrachium circinatum ssp. subrigidum,Ranunculus aquatilis var. diffusus
Beckmannia syzigachne,Beckmannia syzigachne
Beckmannia syzigachne ssp. baicalensis,Beckmannia syzigachne
Berberis fendleri,Berberis fendleri
Berberis fremontii,Berberis fremontii
Berberis haematocarpa,Berberis haematocarpa
Berberis repens,Berberis repens
Berberis vulgaris,Berberis vulgaris
Bergia texana,Bergia texana
Berlandiera lyrata,Berlandiera lyrata
Berteroa incana,Berteroa incana
Berula erecta,Berula erecta
Besseya alpina,Synthyris alpina
Besseya plantaginea,Synthyris plantaginea
Besseya ritteriana,Synthyris ritteriana
Besseya wyomingensis,Synthyris wyomingensis
Betula fontinalis,Betula occidentalis
Betula glandulosa,Betula glandulosa
Betula occidentalis,Betula occidentalis
Betula papyrifera,Betula papyrifera var. papyrifera
Betula papyrifera var. papyrifera,Betula papyrifera var. papyrifera
Betula pendula,Betula pendula
Bidens bigelovii,Bidens bigelovii
Bidens cernua,Bidens cernua
Bidens comosa,Bidens tripartita
Bidens frondosa,Bidens frondosa
Bidens tenuisecta,Bidens tenuisecta
Bidens tripartita,Bidens tripartita
Bidens vulgata,Bidens vulgata
Bistorta bistortoides,Bistorta bistortoides
Bistorta vivipara,Bistorta vivipara
Blepharoneuron tricholepis,Muhlenbergia tricholepis 
Boechera consanguinea,Boechera consanguinea
Boechera crandallii,Boechera crandallii
Boechera divaricarpa,Boechera grahamii
Boechera drepanoloba,Boechera drepanoloba
Boechera drummondii,Boechera stricta
Boechera duchesnensis,Boechera duchesnensis
Boechera fendleri,Boechera fendleri
Boechera fernaldiana,Boechera fernaldiana ssp. vivariensis
Boechera fernaldiana var. vivariensis,Boechera fernaldiana ssp. vivariensis
Boechera formosa,Boechera formosa
Boechera glareosa,Boechera glareosa
Boechera gracilenta,Boechera gracilenta
Boechera gracilienta,Boechera gracilenta
Boechera grahamii,Boechera grahamii
Boechera gunnisoniana,Boechera gunnisoniana
Boechera lemmonii,Boechera lemmonii
Boechera lignifera,Boechera lignifera
Boechera oxylobula,Boechera oxylobula
Boechera pallidifolia,Boechera pallidifolia
Boechera pendulina,Boechera pendulina
Boechera perennans,Boechera perennans
Boechera pulchra ssp. pallens,Boechera formosa
Boechera retrofracta,Boechera retrofracta
Boechera selbyi,Boechera gracilenta
Boechera spatifolia,Boechera spatifolia
Boechera stricta,Boechera stricta
Bolboschoenus fluviatilis,Bolboschoenus fluviatilis
Bolboschoenus maritimus ssp. paludosus,Bolboschoenus maritimus ssp. paludosus
Bolophyta alpina,Parthenium alpinum
Bolophyta ligulata,Parthenium ligulatum
Bolophyta tetraneuris,Parthenium tetraneuris
Bothriochloa barbinodis,Bothriochloa barbinodis
Bothriochloa bladhii,Bothriochloa bladhii
Bothriochloa ischaemum,Bothriochloa ischaemum
Bothriochloa ischaemum var. songarica,Bothriochloa ischaemum
Bothriochloa laguroides,Bothriochloa laguroides
Bothriochloa laguroides ssp. torreyana,Bothriochloa laguroides
Bothriochloa springfieldii,Bothriochloa springfieldii
"Botrychium ""neolunaria""",Botrychium neolunaria
Botrychium ascendens,Botrychium ascendens
Botrychium campestre,Botrychium lineare
"Botrychium campestre ssp. ""lineare""",Botrychium lineare
Botrychium campestre ssp. lineare,Botrychium lineare
Botrychium echo,Botrychium echo
Botrychium furculatum,Botrychium furculatum
Botrychium hesperium,Botrychium hesperium
Botrychium lanceolatum,Botrychium lanceolatum ssp. lanceolatum
Botrychium lanceolatum ssp. lanceolatum,Botrychium lanceolatum ssp. lanceolatum
"Botrychium lunaria var. ""crenulatum""",Botrychium crenulatum
Botrychium lunaria var. crenulatum,Botrychium crenulatum
Botrychium minganense,Botrychium minganense
Botrychium multifidum ssp. coulteri,Sceptridium multifidum
Botrychium neolunaria,Botrychium neolunaria
Botrychium pallidum,Botrychium furculatum
Botrychium paradoxum,Botrychium paradoxum
Botrychium pinnatum,Botrychium pinnatum
Botrychium simplex,Botrychium simplex
Botrychium simplex var. compositum,Botrychium simplex var. compositum
Botrychium simplex var. simplex,Botrychium simplex var. simplex
Botrychium spathulatum,Botrychium spathulatum
Botrychium tunux,Botrychium tunux
Botrypus virginianus,Botrypus virginianus
Botrypus virginianus ssp. europaeus,Botrypus virginianus
Bouteloua barbata,Bouteloua barbata
Bouteloua curtipendula,Bouteloua curtipendula
Bouteloua eriopoda,Bouteloua eriopoda
Bouteloua gracilis,Bouteloua gracilis
Bouteloua hirsuta var. hirsuta,Bouteloua hirsuta var. hirsuta
Bouteloua simplex,Bouteloua simplex
Brachyactis ciliata ssp. angusta,Symphyotrichum ciliatum
Brachyactis frondosa,Symphyotrichum frondosum
Brachypodium distachyon,Brachypodium distachyon
Brassica elongata,Brassica elongata
Brassica elongata var. integrifolia,Brassica elongata
Brassica juncea,Brassica juncea
Brassica napus,Brassica napus
Brassica nigra,Brassica nigra
Brassica rapa,Brassica rapa
Braya glabella,Braya glabella ssp. glabella
Braya glabella ssp. glabella,Braya glabella ssp. glabella
Braya humilis,Braya humilis ssp. humilis
Braya humilis ssp. humilis,Braya humilis ssp. humilis
Breea arvensis,Cirsium arvense
Brickellia brachyphylla,Brickellia brachyphylla
Brickellia californica,Brickellia californica
Brickellia eupatorioides,Brickellia eupatorioides
Brickellia grandiflora,Brickellia grandiflora
Brickellia longifolia,Brickellia longifolia
Brickellia microphylla,Brickellia microphylla var. scabra
Brickellia microphylla ssp. scabra,Brickellia microphylla var. scabra
Brickellia microphylla var. scabra,Brickellia microphylla var. scabra
Brickellia oblongifolia,Brickellia oblongifolia var. linifolia
Brickellia oblongifolia var. linifolia,Brickellia oblongifolia var. linifolia
Bromelica bulbosa,Melica bulbosa
Bromelica spectabilis,Melica spectabilis
Bromelica subulata,Melica subulata var. subulata
Bromopsis canadensis,Bromus ciliatus
Bromopsis ciliata,Bromus ciliatus
Bromopsis inermis,Bromus inermis
Bromopsis lanatipes,Bromus lanatipes
Bromopsis porteri,Bromus porteri
Bromopsis pubescens,Bromus pubescens
Bromopsis pumpelliana,Bromus pumpellianus
Bromus briziformis,Bromus briziformis
Bromus carinatus,Bromus carinatus
Bromus ciliatus,Bromus ciliatus
Bromus commutatus,Bromus commutatus
Bromus diandrus,Bromus diandrus
Bromus frondosus,Bromus frondosus
Bromus hordeaceus,Bromus hordeaceus ssp. hordeaceus
Bromus hordeaceus ssp. hordeaceus,Bromus hordeaceus ssp. hordeaceus
Bromus inermis,Bromus inermis
Bromus japonicus,Bromus japonicus
Bromus lanatipes,Bromus lanatipes
Bromus mucroglumis,Bromus mucroglumis
Bromus polyanthus,Bromus polyanthus
Bromus porteri,Bromus porteri
Bromus pubescens,Bromus pubescens
Bromus pumpellianus,Bromus pumpellianus
Bromus racemosus,Bromus racemosus
Bromus richardsonii,Bromus richardsonii
Bromus rubens,Bromus rubens
Bromus secalinus,Bromus secalinus
Bromus squarrosus,Bromus squarrosus
Bromus sterilis,Bromus sterilis
Bromus tectorum,Bromus tectorum
Buchloë dactyloides,Buchloe dactyloides
Buglossoides arvense,Lithospermum arvense
Bupleurum americanum,Bupleurum americanum
Bupleurum triradiatum ssp. arcticum,Bupleurum americanum
Caesalpinia jamesii,Pomaria jamesii
Calamagrostis canadensis,Calamagrostis canadensis
Calamagrostis montanensis,Calamagrostis montanensis
Calamagrostis purpurascens,Calamagrostis purpurascens
Calamagrostis rubescens,Calamagrostis rubescens
Calamagrostis scopulorum,Calamagrostis scopulorum
Calamagrostis stricta,Calamagrostis stricta
Calamovilfa gigantea,Calamovilfa gigantea
Calamovilfa longifolia,Calamovilfa longifolia
Callirhoë involucrata,Callirhoe involucrata
Callirhoe involucrata,Callirhoe involucrata
Callitriche hermaphroditica,Callitriche hermaphroditica
Callitriche heterophylla,Callitriche heterophylla ssp. heterophylla
Callitriche heterophylla ssp. heterophylla,Callitriche heterophylla ssp. heterophylla
Callitriche palustris,Callitriche palustris
Callitriche stenoptera,Callitriche hermaphroditica
Callitriche verna,Callitriche palustris
Calochortus flexuosus,Calochortus flexuosus
Calochortus gunnisonii,Calochortus gunnisonii
Calochortus nuttallii,Calochortus nuttallii
Caltha leptosepala,Caltha chionophila
Calylophus berlandieri,Calylophus berlandieri
Calylophus hartwegii ssp. pubescens,Oenothera hartwegii
Calylophus lavandulifolius,Oenothera lavandulifolia
Calylophus serrulatus,Oenothera serrulata var. serrulata
Calypso bulbosa,Calypso bulbosa var. americana
Calypso bulbosa var. americana,Calypso bulbosa var. americana
Calystegia macounii,Calystegia macounii
Calystegia sepium,Calystegia sepium
Calystegia sepium ssp. angulata,Calystegia sepium
Camelina alyssum,Camelina alyssum
Camelina microcarpa,Camelina microcarpa
Camelina rumelica,Camelina rumelica
Camelina sativa,Camelina sativa
Camissonia andina,Neoholmgrenia andina
Camissonia breviflora,Camissonia breviflora
Camissonia eastwoodiae,Chylismia eastwoodiae
Camissonia minor,Eremothera minor
Camissonia parvula,Camissonia parvula
Camissonia scapoidea,Chylismia scapoidea ssp. scapoidea
Camissonia subacaulis,Camissonia subacaulis
Camissonia walkeri,Chylismia walkeri
Campanula aparinoides,Campanula aparinoides
Campanula glomerata,Campanula glomerata
Campanula parryi,Campanula parryi var. parryi
Campanula parryi var. parryi,Campanula parryi var. parryi
Campanula rapunculoides,Campanula rapunculoides
Campanula rotundifolia,Campanula rotundifolia
Campanula uniflora,Campanula uniflora
Campsis radicans,Campsis radicans
Cannabis sativa,Cannabis sativa ssp. sativa
Cannabis sativa ssp. sativa,Cannabis sativa ssp. sativa
Capsella bursa-pastoris,Capsella bursa-pastoris
Caragana arborescens,Caragana arborescens
Caragana aurantiaca,Caragana aurantiaca
Cardamine breweri,Cardamine breweri
Cardamine cordifolia,Cardamine cordifolia
Cardamine oligosperma,Cardamine oligosperma
Cardamine oligosperma var. oligosperma,Cardamine oligosperma
Cardamine pensylvanica,Cardamine pensylvanica
Cardaria chalepensis,Lepidium chalepense
Cardaria draba,Lepidium draba
Cardaria latifolia,Lepidium latifolium
Cardaria pubescens,Lepidium appelianum
Carduus acanthoides,Carduus acanthoides
Carduus nutans,Carduus nutans
Carduus nutans ssp. macrolepis,Carduus nutans
Carex albonigra,Carex albonigra
Carex albo-nigra,Carex albonigra
Carex angustior,Carex echinata ssp. echinata
Carex aquatilis,Carex aquatilis
Carex arapahoensis,Carex arapahoensis
Carex atherodes,Carex atherodes
Carex athrostachya,Carex athrostachya
Carex atrata,Carex heteroneura
Carex atrosquama,Carex atrosquama
Carex aurea,Carex aurea
Carex backii,Carex backii
Carex bebbii,Carex bebbii
Carex bella,Carex bella
Carex brevior,Carex brevior
Carex brunnescens,Carex brunnescens
Carex buxbaumii,Carex buxbaumii
Carex canescens,Carex canescens ssp. canescens
Carex canescens ssp. canescens,Carex canescens ssp. canescens
Carex capillaris,Carex capillaris
Carex capitata,Carex capitata
Carex capitata ssp. arctogena,Carex capitata
Carex chalciolepis,Carex chalciolepis
Carex concinna,Carex concinna
Carex conoidea,Carex conoidea
Carex crawei,Carex crawei
Carex crawfordii,Carex crawfordii
Carex deflexa var. boottii,Carex deflexa var. boottii
Carex deweyana,Carex deweyana
Carex diandra,Carex diandra
Carex dioica ssp. gynocrates,Carex gynocrates
Carex disperma,Carex disperma
Carex douglasii,Carex douglasii
Carex duriuscula,Carex duriuscula
Carex ebenea,Carex ebenea
Carex echinata,Carex echinata ssp. echinata
Carex echinata ssp. echinata,Carex echinata ssp. echinata
Carex egglestonii,Carex egglestonii
Carex elynoides,Carex elynoides
Carex emoryi,Carex emoryi
Carex engelmannii,Carex engelmannii
Carex epapillosa,Carex epapillosa
Carex exsiccata,Carex exsiccata
Carex filifolia,Carex filifolia
Carex foenea,Carex siccata
Carex fuliginosa,Carex fuliginosa
Carex geophila,Carex geophila
Carex geyeri,Carex geyeri
Carex gravida,Carex gravida
Carex gravida var. lunelliana,Carex gravida
Carex gynocrates,Carex gynocrates
Carex hassei,Carex hassei
Carex haydeniana,Carex haydeniana
Carex hepburnii,Carex nardina
Carex heteroneura,Carex heteroneura
Carex hoodii,Carex hoodii
Carex hystericina,Carex hystericina
Carex illota,Carex illota
Carex incurviformis,Carex incurviformis
Carex infirminervia,Carex infirminervia
Carex inops ssp. heliophila,Carex inops ssp. heliophila
Carex interior,Carex interior
Carex jonesii,Carex jonesii
Carex lachenalii,Carex lachenalii
Carex laeviculmis,Carex laeviculmis
Carex lanuginosa,Carex pellita
Carex lasiocarpa,Carex lasiocarpa
Carex lenticularis,Carex kelloggii
Carex lenticularis var. lipocarpa,Carex kelloggii
Carex leporinella,Carex leporinella
Carex leptalea,Carex leptalea
Carex limosa,Carex limosa
Carex livida,Carex livida
Carex macloviana,Carex macloviana
Carex magellanica ssp. irrigua,Carex magellanica ssp. irrigua
Carex maritima,Carex incurviformis
Carex media,Carex norvegica
Carex microglochin,Carex microglochin
Carex micropoda,Carex micropoda
Carex microptera,Carex microptera
Carex misandra,Carex fuliginosa
Carex nardina,Carex nardina
Carex nardina ssp. hepburnii,Carex nardina
Carex nebrascensis,Carex nebrascensis
Carex nelsonii,Carex nelsonii
Carex neurophora,Carex neurophora
Carex nigricans,Carex nigricans
Carex norvegica,Carex norvegica
Carex nova,Carex nova
Carex obtusata,Carex obtusata
Carex occidentalis,Carex occidentalis
Carex oreocharis,Carex oreocharis
Carex pachystachya,Carex pachystachya
Carex parryana,Carex holmgreniorum
Carex parryana ssp. hallii,Carex hallii
Carex parryana var. unica,Carex hallii
Carex paysonis,Carex paysonis
Carex peckii,Carex peckii
Carex pellita,Carex pellita
Carex pelocarpa,Carex pelocarpa
Carex pensylvanica ssp. heliophila,Carex inops ssp. heliophila
Carex perglobosa,Carex perglobosa
Carex petasata,Carex petasata
Carex phaeocephala,Carex phaeocephala
Carex pityophila,Carex pityophila
Carex praeceptorum,Carex praeceptorum
Carex praegracilis,Carex praegracilis
Carex praticola,Carex praticola
Carex pseudoscirpoidea,Carex pseudoscirpoidea
Carex raynoldsii,Carex raynoldsii
Carex retrorsa,Carex retrorsa
Carex rossii,Carex rossii
Carex rupestris,Carex rupestris
Carex rupestris ssp. drummondiana,Carex rupestris
Carex sartwellii,Carex sartwellii
Carex saxatilis,Carex saxatilis
Carex saxatilis ssp. laxa,Carex saxatilis
Carex saximontana,Carex saximontana
Carex scirpoidea,Carex scirpoidea
Carex scirpoidea ssp. pseudoscirpoidea,Carex pseudoscirpoidea
Carex scirpoidea ssp. scirpoidea,Carex scirpoidea ssp. scirpoidea
Carex scoparia,Carex scoparia var. scoparia
Carex scoparia var. scoparia,Carex scoparia var. scoparia
Carex scopulorum,Carex scopulorum
Carex sicatta,Carex siccata
Carex siccata,Carex siccata
Carex simulata,Carex simulata
Carex sprengelii,Carex sprengelii
Carex stenophylla ssp. eleocharis,Carex duriuscula
Carex stenoptila,Carex stenoptila
Carex stevenii,Carex stevenii
Carex stipata,Carex stipata var. stipata
Carex stipata var. stipata,Carex stipata var. stipata
Carex sychnocephala,Carex sychnocephala
Carex tahoensis,Carex tahoensis
Carex tenera,Carex tenera var. tenera
Carex tenera var. tenera,Carex tenera var. tenera
Carex tenuiflora,Carex tenuiflora
Carex torreyi,Carex torreyi
Carex utriculata,Carex utriculata
Carex vallicola,Carex vallicola
Carex vernacula,Carex vernacula
Carex vesicaria,Carex vesicaria
Carex viridula,Carex viridula ssp. viridula
Carex viridula ssp. viridula,Carex viridula ssp. viridula
Carex vulpinoidea,Carex vulpinoidea
Carex xerantica,Carex xerantica
Carthamus tinctorius,Carthamus tinctorius
Carum carvi,Carum carvi
Castilleja chromosa,Castilleja chromosa
Castilleja flava,Castilleja flava
Castilleja haydenii,Castilleja haydenii
Castilleja integra,Castilleja integra
Castilleja linariifolia,Castilleja linariifolia
Castilleja lineata,Castilleja lineata
Castilleja miniata,Castilleja miniata
Castilleja minor,Castilleja minor
Castilleja occidentalis,Castilleja occidentalis
Castilleja puberula,Castilleja puberula
Castilleja rhexifolia,Castilleja rhexiifolia
Castilleja rhexiifolia,Castilleja rhexiifolia
Castilleja scabrida,Castilleja scabrida var. scabrida
Castilleja scabrida var. scabrida,Castilleja scabrida var. scabrida
Castilleja sessiliflora,Castilleja sessiliflora
Castilleja sulphurea,Castilleja septentrionalis
Catabrosa aquatica,Catabrosa aquatica
Catalpa speciosa,Catalpa speciosa
Caulanthus crassicaulis,Caulanthus crassicaulis
Ceanothus fendleri,Ceanothus fendleri
Ceanothus herbaceus,Ceanothus herbaceus
Ceanothus martinii,Ceanothus martinii
Ceanothus velutinus,Ceanothus velutinus
Celtis reticulata,Celtis reticulata
Cenchrus longispinus,Cenchrus longispinus
Cenchrus spinifex,Cenchrus spinifex
Centaurea cyanus,Centaurea cyanus
Centaurea diffusa,Centaurea diffusa
Centaurea jacea,Centaurea jacea
Centaurea macrocephala,Centaurea macrocephala
Centaurea montana,Centaurea montana
Centaurea solstitialis,Centaurea solstitialis
Centaurea stoebe ssp. micranthos,Centaurea stoebe ssp. micranthos
